 9.501293e-01  2.311385e-01   1.213685e+00    
 4.859825e-01  8.912990e-01   1.524194e+00    
 4.564677e-01  1.850364e-02   1.642814e+00    
 4.447034e-01  6.154323e-01   1.583874e+00    
 9.218130e-01  7.382072e-01   3.525323e-01    
 4.057062e-01  9.354697e-01   1.833809e+00    
 4.102702e-01  8.936495e-01   1.157826e-01    
 3.528681e-01  8.131665e-01   1.972260e-02    
 1.388909e-01  2.027652e-01   3.974435e-01    
 6.037925e-01  2.721879e-01   3.976285e-01    
 1.527393e-02  7.467857e-01   8.901929e-01    
 9.318146e-01  4.659943e-01   8.372989e-01    
 8.462214e-01  5.251525e-01   4.052947e-01    
 6.721375e-01  8.381184e-01   3.927903e-02    
 6.812772e-01  3.794810e-01   1.663592e+00    
 5.028129e-01  7.094714e-01   8.577847e-01    
 3.046174e-01  1.896537e-01   3.868623e-01    
 6.822232e-01  3.027644e-01   1.083348e+00    
 1.508730e-01  6.978985e-01   7.567460e-01    
 8.600116e-01  8.536551e-01   1.187126e+00    
 4.965524e-01  8.997692e-01   1.643258e+00    
 6.449104e-01  8.179743e-01   1.320455e+00    
 3.419706e-01  2.897259e-01   6.823871e-01    
 5.340790e-01  7.271132e-01   6.185803e-01    
 8.384960e-01  5.680725e-01   7.408271e-01    
 7.027399e-01  5.465712e-01   8.897604e-01    
 6.945672e-01  6.213101e-01   1.589642e+00    
 9.568434e-01  5.225903e-01   1.760284e+00    
 1.729561e-01  9.797469e-01   5.428945e-01    
 2.523293e-01  8.757419e-01   1.474612e+00    
 1.365187e-01  1.175669e-02   1.787796e+00    
 1.991381e-01  2.987230e-01   1.322885e+00    
 2.844086e-01  4.692243e-01   1.295622e-01    
 9.883349e-01  5.827917e-01   8.469925e-01    
 5.155118e-01  3.339515e-01   8.658132e-01    
 2.259499e-01  5.798069e-01   1.520730e+00    
 5.298231e-01  6.405265e-01   4.181388e-01    
 3.798184e-01  7.833286e-01   1.361692e+00    
 4.610951e-01  5.678287e-01   1.588421e+00    
 5.918259e-02  6.028691e-01   1.005376e-01    
 4.153749e-01  3.049987e-01   1.748734e+00    
 1.500950e-02  7.679504e-01   1.941690e+00    
 9.900826e-01  7.888617e-01   8.773171e-01    
 4.983113e-01  2.139633e-01   1.286985e+00    
 3.200356e-01  9.600986e-01   1.453264e+00    
 4.119532e-01  7.445658e-01   5.358945e-01    
 4.399243e-01  9.333801e-01   1.366665e+00    
 2.125599e-01  8.392382e-01   1.257569e+00    
 1.337727e-01  2.071327e-01   1.214398e+00    
 6.298878e-01  3.704768e-01   1.150296e+00    
 4.514248e-01  4.389533e-02   5.437025e-02    
 3.126850e-01  1.286257e-02   7.679346e-01    
 6.831160e-01  9.284246e-02   7.067665e-02    
 6.123955e-01  6.085404e-01   3.151964e-02    
 1.635493e-02  1.900746e-01   1.173837e+00    
 5.758109e-02  3.675680e-01   1.262902e+00    
 7.176344e-01  6.926694e-01   1.681581e-01    
 4.543551e-01  4.418283e-01   7.065009e-01    
 1.536064e-01  6.756446e-01   1.398427e+00    
 7.275091e-01  4.783844e-01   1.109684e+00    
 1.210471e-01  4.507539e-01   1.431766e+00    
 8.928416e-01  2.731025e-01   5.095386e-01    
 8.656035e-01  2.323504e-01   1.609743e+00    
 9.083975e-01  2.318943e-01   4.786251e-01    
 4.975448e-02  7.838407e-02   1.281631e+00    
 1.908866e-01  8.438695e-01   3.478005e-01    
 1.707928e-01  9.942955e-01   8.795817e-01    
 3.400479e-01  3.142173e-01   7.301568e-01    
 3.932396e-01  5.915252e-01   2.394932e-01    
 3.812880e-02  4.585980e-01   1.739735e+00    
 9.342365e-01  2.644492e-01   3.206007e-01    
 8.728553e-01  2.378803e-01   1.291662e+00    
 9.668874e-01  6.649312e-01   1.740762e+00    
 9.927305e-03  1.370099e-01   1.637512e+00    
 4.301660e-01  8.903217e-01   1.469816e+00    
 6.873236e-01  3.461120e-01   3.320695e-01    
 1.556126e-01  1.911163e-01   8.449031e-01    
 8.559757e-01  4.902500e-01   1.631870e+00    
 4.607698e-01  4.573544e-01   9.013778e-01    
 4.122191e-01  9.016098e-01   1.116788e-02    
 2.974057e-01  4.916249e-02   1.386361e+00    
 6.501064e-01  9.829878e-01   1.105346e+00    
 4.000735e-01  1.987885e-01   1.250402e+00    
 7.333628e-01  3.758855e-01   1.975293e-02    
 4.198578e-01  7.536696e-01   1.587744e+00    
 9.199572e-01  8.447215e-01   7.355058e-01    
 6.208013e-01  7.312773e-01   3.877864e-01    
 9.048123e-01  5.692057e-01   1.263580e+00    
 2.344130e-01  5.487821e-01   1.863167e+00    
 3.351974e-01  6.555311e-01   7.838084e-01    
 6.273148e-01  6.990801e-01   7.943679e-01    
 4.136289e-01  6.552129e-01   1.675170e+00    
 3.716080e-01  4.252532e-01   1.189327e+00    
 5.657386e-01  7.165424e-01   1.022623e+00    
 7.764012e-01  4.893455e-01   3.718089e-01    
 7.006354e-01  9.827088e-01   1.613275e+00    
 7.035677e-01  4.849637e-01   2.292256e-01    
 6.648556e-01  3.653739e-01   2.800889e-01    
 5.667728e-01  8.230083e-01   1.347897e+00    
 9.994473e-01  9.616364e-01   1.177243e-01    
 3.603112e-01  5.485128e-01   5.235391e-01    
 5.973448e-01  4.927800e-02   1.142115e+00    
 7.008572e-01  9.622883e-01   1.501036e+00    
 7.399930e-01  4.318734e-01   1.268532e+00    
 8.030263e-01  8.388101e-02   1.890926e+00    
 9.159425e-01  6.019874e-01   5.071212e-01    
 8.734508e-01  5.134007e-01   1.465301e+00    
 4.222266e-01  9.613700e-01   1.441185e-01    
 5.534080e-01  2.919839e-01   1.715927e+00    
 3.357551e-01  6.802039e-01   1.068888e-01    
 3.566555e-01  4.983046e-01   8.688811e-01    
 5.624584e-01  6.166211e-01   2.266800e-01    
 8.982517e-01  7.545514e-01   1.582246e+00    
 8.149521e-01  6.700039e-01   4.017528e-01    
 2.730882e-01  6.262346e-01   1.073703e+00    
 5.950405e-02  8.896176e-02   5.426163e-01    
 4.090723e-01  4.740415e-01   1.817979e+00    
 5.962471e-01  3.289553e-01   9.563889e-01    
 5.971708e-01  1.614488e-01   1.658949e+00    
 9.561224e-01  5.955480e-01   5.749643e-02    
 8.121178e-01  6.101136e-01   1.402985e+00    
 9.219620e-02  4.248891e-01   7.511533e-01    
 1.661541e-01  8.331515e-01   1.677279e+00    
 4.516140e-01  9.566014e-01   2.943065e-01    
 8.699329e-01  7.694364e-01   8.883232e-01    
